30 10
0 6 6
0 9 9
0 11 2
0 13 4
0 19 10
0 20 2
0 21 3
0 30 3
0 31 4
0 33 6
0 35 8
0 42 6
0 48 12
0 53 8
0 56 11
0 72 9
0 73 10
0 77 14
0 78 15
0 79 16
0 81 9
0 83 11
0 85 13
0 89 17
0 90 9
0 93 12
0 94 13
0 95 14
0 97 16
6 9 3
6 11 6
6 13 4
6 19 4
6 20 8
6 21 7
6 30 9
6 31 8
6 33 6
6 35 4
6 42 8
6 48 6
6 53 8
6 56 5
6 72 11
6 73 10
6 77 8
6 78 9
6 79 10
6 81 13
6 83 11
6 85 9
6 89 11
6 90 15
6 93 12
6 94 11
6 95 10
6 97 10
9 11 9
9 13 7
9 19 1
9 20 11
9 21 10
9 30 12
9 31 11
9 33 9
9 35 7
9 42 11
9 48 5
9 53 11
9 56 8
9 72 14
9 73 13
9 77 9
9 78 8
9 79 7
9 81 16
9 83 14
9 85 12
9 89 8
9 90 18
9 93 15
9 94 14
9 95 13
9 97 11
11 13 2
11 19 8
11 20 2
11 21 1
11 30 3
11 31 2
11 33 4
11 35 6
11 42 4
11 48 10
11 53 6
11 56 9
11 72 7
11 73 8
11 77 12
11 78 13
11 79 14
11 81 7
11 83 9
11 85 11
11 89 15
11 90 9
11 93 10
11 94 11
11 95 12
11 97 14
13 19 6
13 20 4
13 21 3
13 30 5
13 31 4
13 33 2
13 35 4
13 42 4
13 48 8
13 53 4
13 56 7
13 72 7
13 73 6
13 77 10
13 78 11
13 79 12
13 81 9
13 83 7
13 85 9
13 89 13
13 90 11
13 93 8
13 94 9
13 95 10
13 97 12
19 20 10
19 21 9
19 30 11
19 31 10
19 33 8
19 35 6
19 42 10
19 48 4
19 53 10
19 56 7
19 72 13
19 73 12
19 77 8
19 78 7
19 79 6
19 81 15
19 83 13
19 85 11
19 89 7
19 90 17
19 93 14
19 94 13
19 95 12
19 97 10
20 21 1
20 30 1
20 31 2
20 33 4
20 35 6
20 42 4
20 48 10
20 53 6
20 56 9
20 72 7
20 73 8
20 77 12
20 78 13
20 79 14
20 81 7
20 83 9
20 85 11
20 89 15
20 90 7
20 93 10
20 94 11
20 95 12
20 97 14
21 30 2
21 31 1
21 33 3
21 35 5
21 42 3
21 48 9
21 53 5
21 56 8
21 72 6
21 73 7
21 77 11
21 78 12
21 79 13
21 81 6
21 83 8
21 85 10
21 89 14
21 90 8
21 93 9
21 94 10
21 95 11
21 97 13
30 31 1
30 33 3
30 35 5
30 42 3
30 48 9
30 53 5
30 56 8
30 72 6
30 73 7
30 77 11
30 78 12
30 79 13
30 81 6
30 83 8
30 85 10
30 89 14
30 90 6
30 93 9
30 94 10
30 95 11
30 97 13
31 33 2
31 35 4
31 42 2
31 48 8
31 53 4
31 56 7
31 72 5
31 73 6
31 77 10
31 78 11
31 79 12
31 81 5
31 83 7
31 85 9
31 89 13
31 90 7
31 93 8
31 94 9
31 95 10
31 97 12
33 35 2
33 42 2
33 48 6
33 53 2
33 56 5
33 72 5
33 73 4
33 77 8
33 78 9
33 79 10
33 81 7
33 83 5
33 85 7
33 89 11
33 90 9
33 93 6
33 94 7
33 95 8
33 97 10
35 42 4
35 48 4
35 53 4
35 56 3
35 72 7
35 73 6
35 77 6
35 78 7
35 79 8
35 81 9
35 83 7
35 85 5
35 89 9
35 90 11
35 93 8
35 94 7
35 95 6
35 97 8
42 48 6
42 53 2
42 56 5
42 72 3
42 73 4
42 77 8
42 78 9
42 79 10
42 81 5
42 83 5
42 85 7
42 89 11
42 90 7
42 93 6
42 94 7
42 95 8
42 97 10
48 53 6
48 56 3
48 72 9
48 73 8
48 77 4
48 78 3
48 79 4
48 81 11
48 83 9
48 85 7
48 89 5
48 90 13
48 93 10
48 94 9
48 95 8
48 97 6
53 56 3
53 72 3
53 73 2
53 77 6
53 78 7
53 79 8
53 81 5
53 83 3
53 85 5
53 89 9
53 90 7
53 93 4
53 94 5
53 95 6
53 97 8
56 72 6
56 73 5
56 77 3
56 78 4
56 79 5
56 81 8
56 83 6
56 85 4
56 89 6
56 90 10
56 93 7
56 94 6
56 95 5
56 97 5
72 73 1
72 77 5
72 78 6
72 79 7
72 81 2
72 83 2
72 85 4
72 89 8
72 90 4
72 93 3
72 94 4
72 95 5
72 97 7
73 77 4
73 78 5
73 79 6
73 81 3
73 83 1
73 85 3
73 89 7
73 90 5
73 93 2
73 94 3
73 95 4
73 97 6
77 78 1
77 79 2
77 81 7
77 83 5
77 85 3
77 89 3
77 90 9
77 93 6
77 94 5
77 95 4
77 97 2
78 79 1
78 81 8
78 83 6
78 85 4
78 89 2
78 90 10
78 93 7
78 94 6
78 95 5
78 97 3
79 81 9
79 83 7
79 85 5
79 89 1
79 90 11
79 93 8
79 94 7
79 95 6
79 97 4
81 83 2
81 85 4
81 89 8
81 90 2
81 93 3
81 94 4
81 95 5
81 97 7
83 85 2
83 89 6
83 90 4
83 93 1
83 94 2
83 95 3
83 97 5
85 89 4
85 90 6
85 93 3
85 94 2
85 95 1
85 97 3
89 90 10
89 93 7
89 94 6
89 95 5
89 97 3
90 93 3
90 94 4
90 95 5
90 97 7
93 94 1
93 95 2
93 97 4
94 95 1
94 97 3
95 97 2
0 1 2
0 2 3
0 3 0
0 4 1
0 5 3
0 6 3
0 7 3
0 8 1
0 9 4
1 2 1
1 3 0
1 4 2
1 5 1
1 6 3
1 7 3
1 8 0
1 9 2
2 3 2
2 4 4
2 5 2
2 6 2
2 7 1
2 8 4
2 9 4
3 4 3
3 5 1
3 6 2
3 7 1
3 8 2
3 9 2
4 5 4
4 6 4
4 7 1
4 8 0
4 9 0
5 6 4
5 7 3
5 8 3
5 9 1
6 7 2
6 8 4
6 9 1
7 8 0
7 9 1
8 9 4
