30 10
4 8 4
4 13 2
4 25 3
4 26 4
4 27 5
4 39 8
4 40 8
4 41 7
4 42 6
4 44 4
4 45 5
4 46 6
4 53 6
4 60 10
4 65 7
4 67 9
4 68 10
4 72 9
4 75 8
4 77 10
4 78 11
4 79 12
4 81 11
4 82 10
4 83 9
4 84 8
4 85 9
4 86 10
4 93 10
8 13 6
8 25 5
8 26 4
8 27 3
8 39 4
8 40 12
8 41 11
8 42 10
8 44 8
8 45 7
8 46 6
8 53 10
8 60 14
8 65 9
8 67 7
8 68 6
8 72 13
8 75 10
8 77 8
8 78 7
8 79 8
8 81 15
8 82 14
8 83 13
8 84 12
8 85 11
8 86 10
8 93 14
13 25 3
13 26 4
13 27 5
13 39 8
13 40 6
13 41 5
13 42 4
13 44 4
13 45 5
13 46 6
13 53 4
13 60 8
13 65 7
13 67 9
13 68 10
13 72 7
13 75 8
13 77 10
13 78 11
13 79 12
13 81 9
13 82 8
13 83 7
13 84 8
13 85 9
13 86 10
13 93 8
25 26 1
25 27 2
25 39 5
25 40 7
25 41 6
25 42 5
25 44 3
25 45 2
25 46 3
25 53 5
25 60 9
25 65 4
25 67 6
25 68 7
25 72 8
25 75 5
25 77 7
25 78 8
25 79 9
25 81 10
25 82 9
25 83 8
25 84 7
25 85 6
25 86 7
25 93 9
26 27 1
26 39 4
26 40 8
26 41 7
26 42 6
26 44 4
26 45 3
26 46 2
26 53 6
26 60 10
26 65 5
26 67 5
26 68 6
26 72 9
26 75 6
26 77 6
26 78 7
26 79 8
26 81 11
26 82 10
26 83 9
26 84 8
26 85 7
26 86 6
26 93 10
27 39 3
27 40 9
27 41 8
27 42 7
27 44 5
27 45 4
27 46 3
27 53 7
27 60 11
27 65 6
27 67 4
27 68 5
27 72 10
27 75 7
27 77 5
27 78 6
27 79 7
27 81 12
27 82 11
27 83 10
27 84 9
27 85 8
27 86 7
27 93 11
39 40 10
39 41 9
39 42 8
39 44 6
39 45 5
39 46 4
39 53 8
39 60 12
39 65 7
39 67 5
39 68 4
39 72 11
39 75 8
39 77 6
39 78 5
39 79 4
39 81 13
39 82 12
39 83 11
39 84 10
39 85 9
39 86 8
39 93 12
40 41 1
40 42 2
40 44 4
40 45 5
40 46 6
40 53 4
40 60 2
40 65 7
40 67 9
40 68 10
40 72 5
40 75 8
40 77 10
40 78 11
40 79 12
40 81 5
40 82 6
40 83 7
40 84 8
40 85 9
40 86 10
40 93 8
41 42 1
41 44 3
41 45 4
41 46 5
41 53 3
41 60 3
41 65 6
41 67 8
41 68 9
41 72 4
41 75 7
41 77 9
41 78 10
41 79 11
41 81 4
41 82 5
41 83 6
41 84 7
41 85 8
41 86 9
41 93 7
42 44 2
42 45 3
42 46 4
42 53 2
42 60 4
42 65 5
42 67 7
42 68 8
42 72 3
42 75 6
42 77 8
42 78 9
42 79 10
42 81 5
42 82 4
42 83 5
42 84 6
42 85 7
42 86 8
42 93 6
44 45 1
44 46 2
44 53 2
44 60 6
44 65 3
44 67 5
44 68 6
44 72 5
44 75 4
44 77 6
44 78 7
44 79 8
44 81 7
44 82 6
44 83 5
44 84 4
44 85 5
44 86 6
44 93 6
45 46 1
45 53 3
45 60 7
45 65 2
45 67 4
45 68 5
45 72 6
45 75 3
45 77 5
45 78 6
45 79 7
45 81 8
45 82 7
45 83 6
45 84 5
45 85 4
45 86 5
45 93 7
46 53 4
46 60 8
46 65 3
46 67 3
46 68 4
46 72 7
46 75 4
46 77 4
46 78 5
46 79 6
46 81 9
46 82 8
46 83 7
46 84 6
46 85 5
46 86 4
46 93 8
53 60 4
53 65 3
53 67 5
53 68 6
53 72 3
53 75 4
53 77 6
53 78 7
53 79 8
53 81 5
53 82 4
53 83 3
53 84 4
53 85 5
53 86 6
53 93 4
60 65 5
60 67 7
60 68 8
60 72 3
60 75 6
60 77 8
60 78 9
60 79 10
60 81 3
60 82 4
60 83 5
60 84 6
60 85 7
60 86 8
60 93 6
65 67 2
65 68 3
65 72 4
65 75 1
65 77 3
65 78 4
65 79 5
65 81 6
65 82 5
65 83 4
65 84 3
65 85 2
65 86 3
65 93 5
67 68 1
67 72 6
67 75 3
67 77 1
67 78 2
67 79 3
67 81 8
67 82 7
67 83 6
67 84 5
67 85 4
67 86 3
67 93 7
68 72 7
68 75 4
68 77 2
68 78 1
68 79 2
68 81 9
68 82 8
68 83 7
68 84 6
68 85 5
68 86 4
68 93 8
72 75 3
72 77 5
72 78 6
72 79 7
72 81 2
72 82 1
72 83 2
72 84 3
72 85 4
72 86 5
72 93 3
75 77 2
75 78 3
75 79 4
75 81 5
75 82 4
75 83 3
75 84 2
75 85 1
75 86 2
75 93 4
77 78 1
77 79 2
77 81 7
77 82 6
77 83 5
77 84 4
77 85 3
77 86 2
77 93 6
78 79 1
78 81 8
78 82 7
78 83 6
78 84 5
78 85 4
78 86 3
78 93 7
79 81 9
79 82 8
79 83 7
79 84 6
79 85 5
79 86 4
79 93 8
81 82 1
81 83 2
81 84 3
81 85 4
81 86 5
81 93 3
82 83 1
82 84 2
82 85 3
82 86 4
82 93 2
83 84 1
83 85 2
83 86 3
83 93 1
84 85 1
84 86 2
84 93 2
85 86 1
85 93 3
86 93 4
0 1 1
0 2 3
0 3 1
0 4 0
0 5 1
0 6 3
0 7 2
0 8 4
0 9 0
1 2 2
1 3 2
1 4 4
1 5 2
1 6 1
1 7 1
1 8 3
1 9 4
2 3 3
2 4 0
2 5 4
2 6 1
2 7 1
2 8 0
2 9 3
3 4 0
3 5 3
3 6 1
3 7 1
3 8 1
3 9 2
4 5 3
4 6 3
4 7 0
4 8 4
4 9 4
5 6 2
5 7 2
5 8 1
5 9 2
6 7 2
6 8 3
6 9 4
7 8 1
7 9 1
8 9 0
