30 10
0 3 3
0 4 4
0 15 6
0 18 9
0 28 10
0 30 3
0 31 4
0 32 5
0 34 7
0 36 9
0 40 4
0 42 6
0 44 8
0 50 5
0 55 10
0 57 12
0 58 13
0 61 7
0 62 8
0 63 9
0 66 12
0 67 13
0 68 14
0 74 11
0 76 13
0 79 16
0 86 14
0 87 15
0 92 11
3 4 1
3 15 3
3 18 6
3 28 7
3 30 6
3 31 5
3 32 4
3 34 4
3 36 6
3 40 7
3 42 5
3 44 5
3 50 8
3 55 7
3 57 9
3 58 10
3 61 8
3 62 7
3 63 6
3 66 9
3 67 10
3 68 11
3 74 8
3 76 10
3 79 13
3 86 11
3 87 12
3 92 10
4 15 2
4 18 5
4 28 6
4 30 7
4 31 6
4 32 5
4 34 3
4 36 5
4 40 8
4 42 6
4 44 4
4 50 9
4 55 6
4 57 8
4 58 9
4 61 9
4 62 8
4 63 7
4 66 8
4 67 9
4 68 10
4 74 7
4 76 9
4 79 12
4 86 10
4 87 11
4 92 11
15 18 3
15 28 4
15 30 7
15 31 6
15 32 5
15 34 3
15 36 3
15 40 8
15 42 6
15 44 4
15 50 9
15 55 4
15 57 6
15 58 7
15 61 9
15 62 8
15 63 7
15 66 6
15 67 7
15 68 8
15 74 7
15 76 7
15 79 10
15 86 8
15 87 9
15 92 11
18 28 1
18 30 10
18 31 9
18 32 8
18 34 6
18 36 4
18 40 11
18 42 9
18 44 7
18 50 12
18 55 7
18 57 5
18 58 4
18 61 12
18 62 11
18 63 10
18 66 7
18 67 6
18 68 5
18 74 10
18 76 8
18 79 7
18 86 9
18 87 8
18 92 14
28 30 9
28 31 8
28 32 7
28 34 5
28 36 3
28 40 10
28 42 8
28 44 6
28 50 11
28 55 6
28 57 4
28 58 3
28 61 11
28 62 10
28 63 9
28 66 6
28 67 5
28 68 4
28 74 9
28 76 7
28 79 6
28 86 8
28 87 7
28 92 13
30 31 1
30 32 2
30 34 4
30 36 6
30 40 1
30 42 3
30 44 5
30 50 2
30 55 7
30 57 9
30 58 10
30 61 4
30 62 5
30 63 6
30 66 9
30 67 10
30 68 11
30 74 8
30 76 10
30 79 13
30 86 11
30 87 12
