80 20
1 2 1
1 3 2
1 4 3
1 5 4
1 6 5
1 7 6
1 8 7
1 10 2
1 11 1
1 13 3
1 15 5
1 16 6
1 17 7
1 18 8
1 19 9
1 20 3
1 21 2
1 22 3
1 23 4
1 24 5
1 25 6
1 26 7
1 27 8
1 29 10
1 30 4
1 31 3
1 32 4
1 33 5
1 36 8
1 39 11
1 40 5
1 41 4
1 42 5
1 44 7
1 47 10
1 48 11
1 49 12
1 50 6
1 51 5
1 52 6
1 53 7
1 55 9
1 56 10
1 58 12
1 59 13
1 60 7
1 61 6
1 62 7
1 63 8
1 64 9
1 65 10
1 67 12
1 68 13
1 69 14
1 71 7
1 72 8
1 73 9
1 74 10
1 76 12
1 77 13
1 78 14
1 79 15
1 80 9
1 82 9
1 83 10
1 85 12
1 86 13
1 87 14
1 89 16
1 90 10
1 91 9
1 92 10
1 93 11
1 94 12
1 95 13
1 96 14
1 97 15
1 98 16
1 99 17
2 3 1
2 4 2
2 5 3
2 6 4
2 7 5
2 8 6
2 10 3
2 11 2
2 13 2
2 15 4
2 16 5
2 17 6
2 18 7
2 19 8
2 20 4
2 21 3
2 22 2
2 23 3
2 24 4
2 25 5
2 26 6
2 27 7
2 29 9
2 30 5
2 31 4
2 32 3
2 33 4
2 36 7
2 39 10
2 40 6
2 41 5
2 42 4
2 44 6
2 47 9
2 48 10
2 49 11
2 50 7
2 51 6
2 52 5
2 53 6
2 55 8
2 56 9
2 58 11
2 59 12
2 60 8
2 61 7
2 62 6
2 63 7
2 64 8
2 65 9
2 67 11
2 68 12
2 69 13
2 71 8
2 72 7
2 73 8
2 74 9
2 76 11
2 77 12
2 78 13
2 79 14
2 80 10
2 82 8
2 83 9
2 85 11
2 86 12
2 87 13
2 89 15
2 90 11
2 91 10
2 92 9
2 93 10
2 94 11
2 95 12
2 96 13
2 97 14
2 98 15
2 99 16
3 4 1
3 5 2
3 6 3
3 7 4
3 8 5
3 10 4
3 11 3
3 13 1
3 15 3
3 16 4
3 17 5
3 18 6
3 19 7
3 20 5
3 21 4
3 22 3
3 23 2
3 24 3
3 25 4
3 26 5
3 27 6
3 29 8
3 30 6
3 31 5
3 32 4
3 33 3
3 36 6
3 39 9
3 40 7
3 41 6
3 42 5
3 44 5
3 47 8
3 48 9
3 49 10
3 50 8
3 51 7
3 52 6
3 53 5
3 55 7
3 56 8
3 58 10
3 59 11
3 60 9
3 61 8
3 62 7
3 63 6
3 64 7
3 65 8
3 67 10
3 68 11
3 69 12
3 71 9
3 72 8
3 73 7
3 74 8
3 76 10
3 77 11
3 78 12
3 79 13
3 80 11
3 82 9
3 83 8
3 85 10
3 86 11
3 87 12
3 89 14
3 90 12
3 91 11
3 92 10
3 93 9
3 94 10
3 95 11
3 96 12
3 97 13
3 98 14
3 99 15
4 5 1
4 6 2
4 7 3
4 8 4
4 10 5
4 11 4
4 13 2
4 15 2
4 16 3
4 17 4
4 18 5
4 19 6
4 20 6
4 21 5
4 22 4
4 23 3
4 24 2
4 25 3
4 26 4
4 27 5
4 29 7
4 30 7
4 31 6
4 32 5
4 33 4
4 36 5
4 39 8
4 40 8
4 41 7
4 42 6
4 44 4
4 47 7
4 48 8
4 49 9
4 50 9
4 51 8
4 52 7
4 53 6
4 55 6
4 56 7
4 58 9
4 59 10
4 60 10
4 61 9
4 62 8
4 63 7
4 64 6
4 65 7
4 67 9
4 68 10
4 69 11
4 71 10
4 72 9
4 73 8
4 74 7
4 76 9
4 77 10
4 78 11
4 79 12
4 80 12
4 82 10
4 83 9
4 85 9
4 86 10
4 87 11
4 89 13
4 90 13
4 91 12
4 92 11
4 93 10
4 94 9
4 95 10
4 96 11
4 97 12
4 98 13
4 99 14
5 6 1
5 7 2
5 8 3
5 10 6
5 11 5
5 13 3
5 15 1
5 16 2
5 17 3
5 18 4
5 19 5
5 20 7
5 21 6
5 22 5
5 23 4
5 24 3
5 25 2
5 26 3
5 27 4
5 29 6
5 30 8
5 31 7
5 32 6
5 33 5
5 36 4
5 39 7
5 40 9
5 41 8
5 42 7
5 44 5
5 47 6
5 48 7
5 49 8
5 50 10
5 51 9
5 52 8
5 53 7
5 55 5
5 56 6
5 58 8
5 59 9
5 60 11
5 61 10
5 62 9
5 63 8
5 64 7
5 65 6
5 67 8
5 68 9
5 69 10
5 71 11
5 72 10
5 73 9
5 74 8
5 76 8
5 77 9
5 78 10
5 79 11
5 80 13
5 82 11
5 83 10
5 85 8
5 86 9
5 87 10
5 89 12
5 90 14
5 91 13
5 92 12
5 93 11
5 94 10
5 95 9
5 96 10
5 97 11
5 98 12
5 99 13
6 7 1
6 8 2
6 10 7
6 11 6
6 13 4
6 15 2
6 16 1
6 17 2
6 18 3
6 19 4
6 20 8
6 21 7
6 22 6
6 23 5
6 24 4
6 25 3
6 26 2
6 27 3
6 29 5
6 30 9
6 31 8
6 32 7
6 33 6
6 36 3
6 39 6
6 40 10
6 41 9
6 42 8
6 44 6
6 47 5
6 48 6
6 49 7
6 50 11
6 51 10
6 52 9
6 53 8
6 55 6
6 56 5
6 58 7
6 59 8
6 60 12
6 61 11
6 62 10
6 63 9
6 64 8
6 65 7
6 67 7
6 68 8
6 69 9
6 71 12
6 72 11
6 73 10
6 74 9
6 76 7
6 77 8
6 78 9
6 79 10
6 80 14
6 82 12
6 83 11
6 85 9
6 86 8
6 87 9
6 89 11
6 90 15
6 91 14
6 92 13
6 93 12
6 94 11
6 95 10
6 96 9
6 97 10
6 98 11
6 99 12
7 8 1
7 10 8
7 11 7
7 13 5
7 15 3
7 16 2
7 17 1
7 18 2
7 19 3
7 20 9
7 21 8
7 22 7
7 23 6
7 24 5
7 25 4
7 26 3
7 27 2
7 29 4
7 30 10
7 31 9
7 32 8
7 33 7
7 36 4
7 39 5
7 40 11
7 41 10
7 42 9
7 44 7
7 47 4
7 48 5
7 49 6
7 50 12
7 51 11
7 52 10
7 53 9
7 55 7
7 56 6
7 58 6
7 59 7
7 60 13
7 61 12
7 62 11
7 63 10
7 64 9
7 65 8
7 67 6
7 68 7
7 69 8
7 71 13
7 72 12
7 73 11
7 74 10
7 76 8
7 77 7
7 78 8
7 79 9
7 80 15
7 82 13
7 83 12
7 85 10
7 86 9
7 87 8
7 89 10
7 90 16
7 91 15
7 92 14
7 93 13
7 94 12
7 95 11
7 96 10
7 97 9
7 98 10
7 99 11
8 10 9
8 11 8
8 13 6
8 15 4
8 16 3
8 17 2
8 18 1
8 19 2
8 20 10
8 21 9
8 22 8
8 23 7
8 24 6
8 25 5
8 26 4
8 27 3
8 29 3
8 30 11
8 31 10
8 32 9
8 33 8
8 36 5
8 39 4
8 40 12
8 41 11
8 42 10
8 44 8
8 47 5
8 48 4
8 49 5
8 50 13
8 51 12
8 52 11
8 53 10
8 55 8
8 56 7
8 58 5
8 59 6
8 60 14
8 61 13
8 62 12
8 63 11
8 64 10
8 65 9
8 67 7
8 68 6
8 69 7
8 71 14
8 72 13
8 73 12
8 74 11
8 76 9
8 77 8
8 78 7
8 79 8
8 80 16
8 82 14
8 83 13
8 85 11
8 86 10
8 87 9
8 89 9
8 90 17
8 91 16
8 92 15
8 93 14
8 94 13
8 95 12
8 96 11
8 97 10
8 98 9
8 99 10
10 11 1
10 13 3
10 15 5
10 16 6
10 17 7
10 18 8
10 19 9
10 20 1
10 21 2
10 22 3
10 23 4
10 24 5
10 25 6
10 26 7
10 27 8
10 29 10
10 30 2
10 31 3
10 32 4
10 33 5
10 36 8
10 39 11
10 40 3
10 41 4
10 42 5
10 44 7
10 47 10
10 48 11
10 49 12
10 50 4
10 51 5
10 52 6
10 53 7
10 55 9
10 56 10
10 58 12
10 59 13
10 60 5
10 61 6
10 62 7
10 63 8
10 64 9
10 65 10
10 67 12
10 68 13
10 69 14
10 71 7
10 72 8
10 73 9
10 74 10
10 76 12
10 77 13
10 78 14
10 79 15
10 80 7
10 82 9
10 83 10
10 85 12
10 86 13
10 87 14
10 89 16
10 90 8
10 91 9
10 92 10
10 93 11
10 94 12
10 95 13
10 96 14
10 97 15
10 98 16
10 99 17
11 13 2
11 15 4
11 16 5
11 17 6
11 18 7
11 19 8
11 20 2
11 21 1
11 22 2
11 23 3
11 24 4
11 25 5
11 26 6
11 27 7
11 29 9
11 30 3
11 31 2
11 32 3
11 33 4
11 36 7
11 39 10
11 40 4
11 41 3
11 42 4
11 44 6
11 47 9
11 48 10
11 49 11
11 50 5
11 51 4
11 52 5
11 53 6
11 55 8
11 56 9
11 58 11
11 59 12
11 60 6
11 61 5
11 62 6
11 63 7
11 64 8
11 65 9
11 67 11
11 68 12
11 69 13
11 71 6
11 72 7
11 73 8
11 74 9
11 76 11
11 77 12
11 78 13
11 79 14
11 80 8
11 82 8
11 83 9
11 85 11
11 86 12
11 87 13
11 89 15
11 90 9
11 91 8
11 92 9
11 93 10
11 94 11
11 95 12
11 96 13
11 97 14
11 98 15
11 99 16
13 15 2
13 16 3
13 17 4
13 18 5
13 19 6
13 20 4
13 21 3
13 22 2
13 23 1
13 24 2
13 25 3
13 26 4
13 27 5
13 29 7
13 30 5
13 31 4
13 32 3
13 33 2
13 36 5
13 39 8
13 40 6
13 41 5
13 42 4
13 44 4
13 47 7
13 48 8
13 49 9
13 50 7
13 51 6
13 52 5
13 53 4
13 55 6
13 56 7
13 58 9
13 59 10
13 60 8
13 61 7
13 62 6
13 63 5
13 64 6
13 65 7
13 67 9
13 68 10
13 69 11
13 71 8
13 72 7
13 73 6
13 74 7
13 76 9
13 77 10
13 78 11
13 79 12
13 80 10
13 82 8
13 83 7
13 85 9
13 86 10
13 87 11
13 89 13
13 90 11
13 91 10
13 92 9
13 93 8
13 94 9
13 95 10
13 96 11
13 97 12
13 98 13
13 99 14
15 16 1
15 17 2
15 18 3
15 19 4
15 20 6
15 21 5
15 22 4
15 23 3
15 24 2
15 25 1
15 26 2
15 27 3
15 29 5
15 30 7
15 31 6
15 32 5
15 33 4
15 36 3
15 39 6
15 40 8
15 41 7
15 42 6
15 44 4
15 47 5
15 48 6
15 49 7
15 50 9
15 51 8
15 52 7
15 53 6
15 55 4
15 56 5
15 58 7
15 59 8
15 60 10
15 61 9
15 62 8
15 63 7
15 64 6
15 65 5
15 67 7
15 68 8
15 69 9
15 71 10
15 72 9
15 73 8
15 74 7
15 76 7
15 77 8
15 78 9
15 79 10
15 80 12
15 82 10
15 83 9
15 85 7
15 86 8
15 87 9
15 89 11
15 90 13
15 91 12
15 92 11
15 93 10
15 94 9
15 95 8
15 96 9
15 97 10
15 98 11
15 99 12
16 17 1
16 18 2
16 19 3
16 20 7
16 21 6
16 22 5
16 23 4
16 24 3
16 25 2
16 26 1
16 27 2
16 29 4
16 30 8
16 31 7
16 32 6
16 33 5
16 36 2
16 39 5
16 40 9
16 41 8
16 42 7
16 44 5
16 47 4
16 48 5
16 49 6
16 50 10
16 51 9
16 52 8
16 53 7
16 55 5
16 56 4
16 58 6
16 59 7
16 60 11
16 61 10
16 62 9
16 63 8
16 64 7
16 65 6
16 67 6
16 68 7
16 69 8
16 71 11
16 72 10
16 73 9
16 74 8
16 76 6
16 77 7
16 78 8
16 79 9
16 80 13
16 82 11
16 83 10
16 85 8
16 86 7
16 87 8
16 89 10
16 90 14
16 91 13
16 92 12
16 93 11
