80 20
1 2 1
1 3 2
1 4 3
1 5 4
1 6 5
1 8 7
1 10 2
1 11 1
1 12 2
1 13 3
1 14 4
1 15 5
1 16 6
1 17 7
1 20 3
1 21 2
1 22 3
1 23 4
1 24 5
1 26 7
1 27 8
1 28 9
1 29 10
1 31 3
1 32 4
1 33 5
1 34 6
1 35 7
1 36 8
1 37 9
1 40 5
1 44 7
1 45 8
1 46 9
1 48 11
1 50 6
1 51 5
1 52 6
1 53 7
1 54 8
1 55 9
1 56 10
1 57 11
1 58 12
1 59 13
1 60 7
1 61 6
1 62 7
1 63 8
1 64 9
1 66 11
1 67 12
1 68 13
1 69 14
1 70 8
1 71 7
1 72 8
1 73 9
1 74 10
1 75 11
1 77 13
1 78 14
1 80 9
1 81 8
1 82 9
1 84 11
1 85 12
1 87 14
1 88 15
1 89 16
1 90 10
1 91 9
1 92 10
1 93 11
1 95 13
1 96 14
1 97 15
1 98 16
1 99 17
2 3 1
2 4 2
2 5 3
2 6 4
2 8 6
2 10 3
2 11 2
2 12 1
2 13 2
2 14 3
2 15 4
2 16 5
2 17 6
2 20 4
2 21 3
2 22 2
2 23 3
2 24 4
2 26 6
2 27 7
2 28 8
2 29 9
2 31 4
2 32 3
2 33 4
2 34 5
2 35 6
2 36 7
2 37 8
2 40 6
2 44 6
2 45 7
2 46 8
2 48 10
2 50 7
2 51 6
2 52 5
2 53 6
2 54 7
2 55 8
2 56 9
2 57 10
2 58 11
2 59 12
2 60 8
2 61 7
2 62 6
2 63 7
2 64 8
2 66 10
2 67 11
2 68 12
2 69 13
2 70 9
2 71 8
2 72 7
2 73 8
2 74 9
2 75 10
2 77 12
2 78 13
2 80 10
2 81 9
2 82 8
2 84 10
2 85 11
2 87 13
2 88 14
2 89 15
2 90 11
2 91 10
2 92 9
2 93 10
2 95 12
2 96 13
2 97 14
2 98 15
2 99 16
3 4 1
3 5 2
3 6 3
3 8 5
3 10 4
3 11 3
3 12 2
3 13 1
3 14 2
3 15 3
3 16 4
3 17 5
3 20 5
3 21 4
3 22 3
3 23 2
3 24 3
3 26 5
3 27 6
3 28 7
3 29 8
3 31 5
3 32 4
3 33 3
3 34 4
3 35 5
3 36 6
3 37 7
3 40 7
3 44 5
3 45 6
3 46 7
3 48 9
3 50 8
3 51 7
3 52 6
3 53 5
3 54 6
3 55 7
3 56 8
3 57 9
3 58 10
3 59 11
3 60 9
3 61 8
3 62 7
3 63 6
3 64 7
3 66 9
3 67 10
3 68 11
3 69 12
3 70 10
3 71 9
3 72 8
3 73 7
3 74 8
3 75 9
3 77 11
3 78 12
3 80 11
3 81 10
3 82 9
3 84 9
3 85 10
3 87 12
3 88 13
3 89 14
3 90 12
3 91 11
3 92 10
3 93 9
3 95 11
3 96 12
3 97 13
3 98 14
3 99 15
4 5 1
4 6 2
4 8 4
4 10 5
4 11 4
4 12 3
4 13 2
4 14 1
4 15 2
4 16 3
4 17 4
4 20 6
4 21 5
4 22 4
4 23 3
4 24 2
4 26 4
4 27 5
4 28 6
4 29 7
4 31 6
4 32 5
4 33 4
4 34 3
4 35 4
4 36 5
4 37 6
4 40 8
4 44 4
4 45 5
4 46 6
4 48 8
4 50 9
4 51 8
4 52 7
4 53 6
4 54 5
4 55 6
4 56 7
4 57 8
4 58 9
4 59 10
4 60 10
4 61 9
4 62 8
4 63 7
4 64 6
4 66 8
4 67 9
4 68 10
4 69 11
4 70 11
4 71 10
4 72 9
4 73 8
4 74 7
4 75 8
4 77 10
4 78 11
4 80 12
4 81 11
4 82 10
4 84 8
4 85 9
4 87 11
4 88 12
4 89 13
4 90 13
4 91 12
4 92 11
4 93 10
4 95 10
4 96 11
4 97 12
4 98 13
4 99 14
5 6 1
5 8 3
5 10 6
5 11 5
5 12 4
5 13 3
5 14 2
5 15 1
5 16 2
5 17 3
5 20 7
5 21 6
5 22 5
5 23 4
5 24 3
5 26 3
5 27 4
5 28 5
5 29 6
5 31 7
5 32 6
5 33 5
5 34 4
5 35 3
5 36 4
5 37 5
5 40 9
5 44 5
5 45 4
5 46 5
5 48 7
5 50 10
5 51 9
5 52 8
5 53 7
5 54 6
5 55 5
5 56 6
5 57 7
5 58 8
5 59 9
5 60 11
5 61 10
5 62 9
5 63 8
5 64 7
5 66 7
5 67 8
5 68 9
5 69 10
5 70 12
5 71 11
5 72 10
5 73 9
5 74 8
5 75 7
5 77 9
5 78 10
5 80 13
5 81 12
5 82 11
5 84 9
5 85 8
5 87 10
5 88 11
5 89 12
5 90 14
5 91 13
5 92 12
5 93 11
5 95 9
5 96 10
5 97 11
5 98 12
5 99 13
6 8 2
6 10 7
6 11 6
6 12 5
6 13 4
6 14 3
6 15 2
6 16 1
6 17 2
6 20 8
6 21 7
6 22 6
6 23 5
6 24 4
6 26 2
6 27 3
6 28 4
6 29 5
6 31 8
6 32 7
6 33 6
6 34 5
6 35 4
6 36 3
6 37 4
6 40 10
6 44 6
6 45 5
6 46 4
6 48 6
6 50 11
6 51 10
6 52 9
6 53 8
6 54 7
6 55 6
6 56 5
6 57 6
6 58 7
6 59 8
6 60 12
6 61 11
6 62 10
6 63 9
6 64 8
6 66 6
6 67 7
6 68 8
6 69 9
6 70 13
6 71 12
6 72 11
6 73 10
6 74 9
6 75 8
6 77 8
6 78 9
6 80 14
6 81 13
6 82 12
6 84 10
6 85 9
6 87 9
6 88 10
6 89 11
6 90 15
6 91 14
6 92 13
6 93 12
6 95 10
6 96 9
6 97 10
6 98 11
6 99 12
8 10 9
8 11 8
8 12 7
8 13 6
8 14 5
8 15 4
8 16 3
8 17 2
8 20 10
8 21 9
8 22 8
8 23 7
8 24 6
8 26 4
8 27 3
8 28 2
8 29 3
8 31 10
8 32 9
8 33 8
8 34 7
8 35 6
8 36 5
8 37 4
8 40 12
8 44 8
8 45 7
8 46 6
8 48 4
8 50 13
8 51 12
8 52 11
8 53 10
8 54 9
8 55 8
8 56 7
8 57 6
8 58 5
8 59 6
8 60 14
8 61 13
8 62 12
8 63 11
8 64 10
8 66 8
8 67 7
8 68 6
8 69 7
8 70 15
8 71 14
8 72 13
8 73 12
8 74 11
8 75 10
8 77 8
8 78 7
8 80 16
8 81 15
8 82 14
8 84 12
8 85 11
8 87 9
8 88 8
8 89 9
8 90 17
8 91 16
8 92 15
8 93 14
8 95 12
8 96 11
8 97 10
8 98 9
8 99 10
10 11 1
10 12 2
10 13 3
10 14 4
10 15 5
10 16 6
10 17 7
10 20 1
10 21 2
10 22 3
10 23 4
10 24 5
10 26 7
10 27 8
10 28 9
10 29 10
10 31 3
10 32 4
10 33 5
10 34 6
10 35 7
10 36 8
10 37 9
10 40 3
10 44 7
10 45 8
10 46 9
10 48 11
10 50 4
10 51 5
10 52 6
10 53 7
10 54 8
10 55 9
10 56 10
10 57 11
10 58 12
10 59 13
10 60 5
10 61 6
10 62 7
10 63 8
10 64 9
10 66 11
10 67 12
10 68 13
10 69 14
10 70 6
10 71 7
10 72 8
10 73 9
10 74 10
10 75 11
10 77 13
10 78 14
10 80 7
10 81 8
10 82 9
10 84 11
10 85 12
10 87 14
10 88 15
10 89 16
10 90 8
10 91 9
10 92 10
10 93 11
10 95 13
10 96 14
10 97 15
10 98 16
10 99 17
11 12 1
11 13 2
11 14 3
11 15 4
11 16 5
11 17 6
11 20 2
11 21 1
11 22 2
11 23 3
11 24 4
11 26 6
11 27 7
11 28 8
11 29 9
11 31 2
11 32 3
11 33 4
11 34 5
11 35 6
11 36 7
11 37 8
11 40 4
11 44 6
11 45 7
11 46 8
11 48 10
11 50 5
11 51 4
11 52 5
11 53 6
11 54 7
11 55 8
11 56 9
11 57 10
11 58 11
11 59 12
11 60 6
11 61 5
11 62 6
11 63 7
11 64 8
11 66 10
11 67 11
11 68 12
11 69 13
11 70 7
11 71 6
11 72 7
11 73 8
11 74 9
11 75 10
11 77 12
11 78 13
11 80 8
11 81 7
11 82 8
11 84 10
11 85 11
11 87 13
11 88 14
11 89 15
11 90 9
11 91 8
11 92 9
11 93 10
11 95 12
11 96 13
11 97 14
11 98 15
11 99 16
12 13 1
12 14 2
12 15 3
12 16 4
12 17 5
12 20 3
12 21 2
12 22 1
12 23 2
12 24 3
12 26 5
12 27 6
12 28 7
12 29 8
12 31 3
12 32 2
12 33 3
12 34 4
12 35 5
12 36 6
12 37 7
12 40 5
12 44 5
12 45 6
12 46 7
12 48 9
12 50 6
12 51 5
12 52 4
12 53 5
12 54 6
12 55 7
12 56 8
12 57 9
12 58 10
12 59 11
12 60 7
12 61 6
12 62 5
12 63 6
12 64 7
12 66 9
12 67 10
12 68 11
12 69 12
12 70 8
12 71 7
12 72 6
12 73 7
12 74 8
12 75 9
12 77 11
12 78 12
12 80 9
12 81 8
12 82 7
12 84 9
12 85 10
12 87 12
12 88 13
12 89 14
12 90 10
12 91 9
12 92 8
12 93 9
12 95 11
12 96 12
12 97 13
12 98 14
12 99 15
13 14 1
13 15 2
13 16 3
13 17 4
13 20 4
13 21 3
13 22 2
13 23 1
13 24 2
13 26 4
13 27 5
13 28 6
13 29 7
13 31 4
13 32 3
13 33 2
13 34 3
13 35 4
13 36 5
13 37 6
13 40 6
13 44 4
13 45 5
13 46 6
13 48 8
13 50 7
13 51 6
13 52 5
13 53 4
13 54 5
13 55 6
13 56 7
13 57 8
13 58 9
13 59 10
13 60 8
13 61 7
13 62 6
13 63 5
13 64 6
13 66 8
13 67 9
13 68 10
13 69 11
13 70 9
13 71 8
13 72 7
13 73 6
13 74 7
13 75 8
13 77 10
13 78 11
13 80 10
13 81 9
13 82 8
13 84 8
13 85 9
13 87 11
13 88 12
13 89 13
13 90 11
13 91 10
13 92 9
13 93 8
13 95 10
13 96 11
13 97 12
13 98 13
13 99 14
14 15 1
14 16 2
14 17 3
14 20 5
14 21 4
14 22 3
14 23 2
14 24 1
14 26 3
14 27 4
14 28 5
14 29 6
14 31 5
14 32 4
14 33 3
14 34 2
14 35 3
14 36 4
14 37 5
14 40 7
14 44 3
14 45 4
14 46 5
14 48 7
14 50 8
14 51 7
14 52 6
14 53 5
14 54 4
14 55 5
14 56 6
14 57 7
14 58 8
14 59 9
14 60 9
14 61 8
14 62 7
14 63 6
14 64 5
14 66 7
14 67 8
14 68 9
14 69 10
14 70 10
14 71 9
14 72 8
14 73 7
14 74 6
14 75 7
14 77 9
14 78 10
14 80 11
14 81 10
14 82 9
14 84 7
14 85 8
14 87 10
14 88 11
14 89 12
14 90 12
14 91 11
14 92 10
14 93 9
14 95 9
14 96 10
14 97 11
14 98 12
14 99 13
15 16 1
15 17 2
15 20 6
15 21 5
15 22 4
15 23 3
15 24 2
15 26 2
15 27 3
15 28 4
15 29 5
15 31 6
15 32 5
15 33 4
15 34 3
15 35 2
15 36 3
15 37 4
15 40 8
15 44 4
15 45 3
15 46 4
15 48 6
15 50 9
15 51 8
15 52 7
15 53 6
15 54 5
15 55 4
15 56 5
15 57 6
15 58 7
15 59 8
15 60 10
15 61 9
15 62 8
15 63 7
15 64 6
15 66 6
15 67 7
15 68 8
15 69 9
15 70 11
15 71 10
15 72 9
15 73 8
15 74 7
15 75 6
15 77 8
15 78 9
15 80 12
15 81 11
15 82 10
15 84 8
15 85 7
15 87 9
15 88 10
15 89 11
15 90 13
15 91 12
15 92 11
