80 5
0 4 4
0 5 5
0 7 7
0 8 8
0 9 9
0 10 1
0 11 2
0 12 3
0 13 4
0 14 5
0 16 7
0 17 8
0 18 9
0 19 10
0 20 2
0 21 3
0 22 4
0 23 5
0 24 6
0 25 7
0 26 8
0 28 10
0 29 11
0 30 3
0 32 5
0 33 6
0 34 7
0 35 8
0 36 9
0 37 10
0 38 11
0 40 4
0 41 5
0 42 6
0 43 7
0 44 8
0 45 9
0 46 10
0 47 11
0 48 12
0 49 13
0 51 6
0 52 7
0 53 8
0 54 9
0 57 12
0 58 13
0 60 6
0 61 7
0 62 8
0 63 9
0 64 10
0 65 11
0 67 13
0 68 14
0 70 7
0 71 8
0 72 9
0 74 11
0 75 12
0 77 14
0 78 15
0 79 16
0 80 8
0 82 10
0 83 11
0 84 12
0 86 14
0 87 15
0 88 16
0 89 17
0 90 9
0 91 10
0 92 11
0 94 13
0 95 14
0 96 15
0 98 17
0 99 18
4 5 1
4 7 3
4 8 4
4 9 5
4 10 5
4 11 4
4 12 3
4 13 2
4 14 1
4 16 3
4 17 4
4 18 5
4 19 6
4 20 6
4 21 5
4 22 4
4 23 3
4 24 2
4 25 3
4 26 4
4 28 6
4 29 7
4 30 7
4 32 5
4 33 4
4 34 3
4 35 4
4 36 5
4 37 6
4 38 7
4 40 8
4 41 7
4 42 6
4 43 5
4 44 4
4 45 5
4 46 6
4 47 7
4 48 8
4 49 9
4 51 8
4 52 7
4 53 6
4 54 5
4 57 8
4 58 9
4 60 10
4 61 9
4 62 8
4 63 7
4 64 6
4 65 7
4 67 9
4 68 10
4 70 11
4 71 10
4 72 9
4 74 7
4 75 8
4 77 10
4 78 11
4 79 12
4 80 12
4 82 10
4 83 9
4 84 8
4 86 10
4 87 11
4 88 12
4 89 13
4 90 13
4 91 12
4 92 11
4 94 9
4 95 10
4 96 11
4 98 13
4 99 14
5 7 2
5 8 3
5 9 4
5 10 6
5 11 5
5 12 4
5 13 3
5 14 2
5 16 2
5 17 3
5 18 4
5 19 5
5 20 7
5 21 6
5 22 5
5 23 4
5 24 3
5 25 2
5 26 3
5 28 5
5 29 6
5 30 8
5 32 6
5 33 5
