30 20
4 6 2
4 7 3
4 13 2
4 16 3
4 18 5
4 20 6
4 24 2
4 27 5
4 30 7
4 36 5
4 38 7
4 41 7
4 42 6
4 49 9
4 52 7
4 53 6
4 58 9
4 64 6
4 66 8
4 69 11
4 74 7
4 78 11
4 80 12
4 83 9
4 84 8
4 85 9
4 95 10
4 97 12
4 98 13
6 7 1
6 13 4
6 16 1
6 18 3
6 20 8
6 24 4
6 27 3
6 30 9
6 36 3
6 38 5
6 41 9
6 42 8
6 49 7
6 52 9
6 53 8
6 58 7
6 64 8
6 66 6
6 69 9
6 74 9
6 78 9
6 80 14
6 83 11
6 84 10
6 85 9
6 95 10
6 97 10
6 98 11
7 13 5
7 16 2
7 18 2
7 20 9
7 24 5
7 27 2
7 30 10
7 36 4
7 38 4
7 41 10
7 42 9
7 49 6
7 52 10
7 53 9
7 58 6
7 64 9
7 66 7
7 69 8
7 74 10
7 78 8
7 80 15
7 83 12
7 84 11
7 85 10
7 95 11
7 97 9
7 98 10
13 16 3
13 18 5
13 20 4
13 24 2
13 27 5
13 30 5
13 36 5
13 38 7
13 41 5
13 42 4
13 49 9
13 52 5
13 53 4
13 58 9
13 64 6
13 66 8
13 69 11
13 74 7
13 78 11
13 80 10
13 83 7
13 84 8
13 85 9
13 95 10
13 97 12
13 98 13
16 18 2
16 20 7
16 24 3
16 27 2
16 30 8
16 36 2
16 38 4
16 41 8
16 42 7
16 49 6
16 52 8
16 53 7
16 58 6
16 64 7
16 66 5
16 69 8
16 74 8
16 78 8
16 80 13
16 83 10
16 84 9
16 85 8
16 95 9
16 97 9
16 98 10
18 20 9
18 24 5
18 27 2
18 30 10
18 36 4
18 38 2
18 41 10
18 42 9
18 49 4
18 52 10
18 53 9
18 58 4
18 64 9
18 66 7
18 69 6
18 74 10
18 78 6
18 80 15
18 83 12
18 84 11
18 85 10
18 95 11
18 97 9
18 98 8
20 24 4
20 27 7
20 30 1
20 36 7
20 38 9
20 41 3
20 42 4
20 49 11
20 52 5
20 53 6
20 58 11
20 64 8
20 66 10
20 69 13
20 74 9
20 78 13
20 80 6
20 83 9
20 84 10
20 85 11
20 95 12
20 97 14
20 98 15
24 27 3
24 30 5
24 36 3
24 38 5
24 41 5
24 42 4
24 49 7
24 52 5
24 53 4
24 58 7
24 64 4
24 66 6
24 69 9
24 74 5
24 78 9
24 80 10
24 83 7
24 84 6
24 85 7
24 95 8
24 97 10
24 98 11
27 30 8
27 36 2
27 38 2
27 41 8
27 42 7
27 49 4
27 52 8
27 53 7
27 58 4
27 64 7
27 66 5
27 69 6
27 74 8
27 78 6
27 80 13
27 83 10
27 84 9
27 85 8
27 95 9
27 97 7
27 98 8
30 36 6
30 38 8
30 41 2
30 42 3
30 49 10
30 52 4
30 53 5
30 58 10
30 64 7
30 66 9
30 69 12
30 74 8
30 78 12
30 80 5
30 83 8
30 84 9
30 85 10
30 95 11
30 97 13
30 98 14
36 38 2
36 41 6
36 42 5
36 49 4
36 52 6
36 53 5
36 58 4
36 64 5
36 66 3
36 69 6
36 74 6
36 78 6
36 80 11
36 83 8
36 84 7
36 85 6
36 95 7
36 97 7
36 98 8
38 41 8
38 42 7
38 49 2
38 52 8
38 53 7
38 58 2
38 64 7
38 66 5
38 69 4
38 74 8
