30 20
2 3 1
2 4 2
2 7 5
2 9 7
2 13 2
2 18 7
2 24 4
2 29 9
2 31 4
2 32 3
2 34 5
2 36 7
2 39 10
2 46 8
2 52 5
2 53 6
2 55 8
2 56 9
2 57 10
2 63 7
2 65 9
2 67 11
2 69 13
2 78 13
2 82 8
2 86 12
2 88 14
2 91 10
2 97 14
3 4 1
3 7 4
3 9 6
3 13 1
3 18 6
3 24 3
3 29 8
3 31 5
3 32 4
3 34 4
3 36 6
3 39 9
3 46 7
3 52 6
3 53 5
3 55 7
3 56 8
3 57 9
3 63 6
3 65 8
3 67 10
3 69 12
3 78 12
3 82 9
3 86 11
3 88 13
3 91 11
3 97 13
4 7 3
4 9 5
4 13 2
4 18 5
4 24 2
4 29 7
4 31 6
4 32 5
4 34 3
4 36 5
4 39 8
4 46 6
4 52 7
4 53 6
4 55 6
4 56 7
4 57 8
4 63 7
4 65 7
4 67 9
4 69 11
4 78 11
4 82 10
4 86 10
4 88 12
4 91 12
4 97 12
7 9 2
7 13 5
7 18 2
7 24 5
7 29 4
7 31 9
7 32 8
7 34 6
7 36 4
7 39 5
7 46 5
7 52 10
7 53 9
7 55 7
7 56 6
7 57 5
7 63 10
7 65 8
7 67 6
7 69 8
7 78 8
7 82 13
7 86 9
7 88 9
7 91 15
7 97 9
9 13 7
9 18 2
9 24 7
9 29 2
9 31 11
9 32 10
9 34 8
9 36 6
9 39 3
9 46 7
9 52 12
9 53 11
9 55 9
9 56 8
9 57 7
9 63 12
9 65 10
9 67 8
9 69 6
9 78 8
9 82 15
9 86 11
9 88 9
9 91 17
9 97 11
13 18 5
13 24 2
13 29 7
13 31 4
13 32 3
13 34 3
13 36 5
13 39 8
13 46 6
13 52 5
13 53 4
13 55 6
13 56 7
13 57 8
13 63 5
13 65 7
13 67 9
13 69 11
13 78 11
13 82 8
13 86 10
13 88 12
13 91 10
13 97 12
18 24 5
18 29 2
18 31 9
18 32 8
18 34 6
18 36 4
18 39 3
18 46 5
18 52 10
18 53 9
18 55 7
18 56 6
18 57 5
18 63 10
18 65 8
18 67 6
18 69 6
18 78 6
18 82 13
18 86 9
18 88 7
18 91 15
18 97 9
24 29 5
24 31 4
24 32 3
24 34 1
24 36 3
24 39 6
24 46 4
24 52 5
24 53 4
24 55 4
24 56 5
24 57 6
24 63 5
24 65 5
24 67 7
24 69 9
24 78 9
24 82 8
24 86 8
24 88 10
24 91 10
24 97 10
29 31 9
29 32 8
29 34 6
29 36 4
29 39 1
29 46 5
29 52 10
29 53 9
29 55 7
29 56 6
29 57 5
29 63 10
29 65 8
29 67 6
29 69 4
29 78 6
29 82 13
29 86 9
29 88 7
29 91 15
29 97 9
31 32 1
31 34 3
31 36 5
31 39 8
31 46 6
31 52 3
31 53 4
31 55 6
31 56 7
31 57 8
31 63 5
31 65 7
31 67 9
31 69 11
31 78 11
31 82 6
31 86 10
31 88 12
31 91 6
31 97 12
32 34 2
32 36 4
32 39 7
32 46 5
32 52 2
32 53 3
32 55 5
32 56 6
32 57 7
32 63 4
32 65 6
32 67 8
32 69 10
32 78 10
32 82 5
32 86 9
32 88 11
32 91 7
32 97 11
34 36 2
34 39 5
34 46 3
34 52 4
34 53 3
34 55 3
34 56 4
34 57 5
34 63 4
34 65 4
34 67 6
34 69 8
34 78 8
34 82 7
34 86 7
34 88 9
34 91 9
34 97 9
36 39 3
36 46 1
36 52 6
36 53 5
36 55 3
36 56 2
36 57 3
36 63 6
36 65 4
36 67 4
36 69 6
36 78 6
36 82 9
36 86 5
36 88 7
36 91 11
36 97 7
39 46 4
39 52 9
39 53 8
39 55 6
39 56 5
39 57 4
39 63 9
39 65 7
39 67 5
39 69 3
39 78 5
39 82 12
39 86 8
39 88 6
39 91 14
39 97 8
46 52 5
46 53 4
46 55 2
46 56 1
46 57 2
46 63 5
46 65 3
46 67 3
46 69 5
46 78 5
46 82 8
46 86 4
46 88 6
46 91 10
46 97 6
52 53 1
52 55 3
52 56 4
52 57 5
52 63 2
52 65 4
52 67 6
52 69 8
52 78 8
52 82 3
52 86 7
52 88 9
52 91 5
52 97 9
53 55 2
53 56 3
53 57 4
53 63 1
53 65 3
53 67 5
53 69 7
53 78 7
53 82 4
53 86 6
53 88 8
53 91 6
53 97 8
55 56 1
55 57 2
55 63 3
55 65 1
55 67 3
55 69 5
55 78 5
55 82 6
55 86 4
55 88 6
55 91 8
55 97 6
56 57 1
56 63 4
56 65 2
56 67 2
56 69 4
56 78 4
56 82 7
56 86 3
56 88 5
56 91 9
56 97 5
57 63 5
57 65 3
57 67 1
57 69 3
57 78 3
57 82 8
57 86 4
57 88 4
57 91 10
57 97 4
63 65 2
63 67 4
63 69 6
63 78 6
63 82 3
63 86 5
63 88 7
63 91 5
63 97 7
65 67 2
65 69 4
65 78 4
65 82 5
65 86 3
65 88 5
65 91 7
65 97 5
67 69 2
67 78 2
67 82 7
67 86 3
67 88 3
67 91 9
67 97 3
69 78 2
69 82 9
69 86 5
69 88 3
69 91 11
69 97 5
78 82 7
78 86 3
78 88 1
78 91 9
78 97 3
82 86 4
82 88 6
82 91 2
82 97 6
86 88 2
86 91 6
86 97 2
88 91 8
88 97 2
91 97 6
0 1 3
0 2 4
0 3 0
0 4 0
0 5 2
0 6 0
0 7 4
0 8 2
0 9 0
0 10 1
0 11 4
0 12 4
0 13 0
0 14 4
0 15 3
0 16 2
0 17 0
0 18 2
0 19 4
1 2 0
1 3 1
1 4 3
1 5 0
1 6 0
1 7 1
1 8 0
1 9 1
1 10 2
1 11 0
1 12 0
1 13 3
1 14 4
1 15 0
1 16 4
1 17 0
1 18 2
1 19 4
2 3 4
2 4 0
2 5 0
2 6 0
2 7 4
2 8 0
2 9 0
2 10 4
2 11 3
2 12 2
2 13 0
2 14 0
2 15 2
2 16 1
2 17 2
2 18 0
2 19 1
3 4 2
3 5 1
3 6 2
3 7 4
3 8 4
3 9 2
3 10 4
3 11 3
3 12 2
3 13 0
3 14 2
3 15 2
3 16 3
3 17 1
3 18 1
3 19 3
4 5 2
4 6 2
4 7 3
4 8 2
4 9 2
4 10 3
4 11 0
4 12 0
4 13 3
4 14 1
4 15 3
4 16 4
4 17 3
4 18 4
4 19 1
5 6 1
5 7 0
5 8 3
5 9 0
5 10 0
5 11 1
5 12 0
5 13 3
5 14 3
5 15 0
5 16 0
5 17 1
5 18 4
5 19 2
6 7 3
6 8 2
6 9 0
6 10 0
6 11 1
6 12 2
6 13 3
6 14 0
6 15 3
6 16 3
6 17 3
6 18 4
6 19 1
7 8 3
7 9 3
7 10 0
7 11 4
7 12 4
7 13 1
7 14 3
7 15 4
7 16 2
7 17 0
7 18 0
7 19 0
8 9 3
8 10 0
8 11 1
8 12 0
8 13 4
8 14 4
8 15 3
8 16 2
8 17 4
8 18 3
8 19 4
9 10 2
9 11 1
9 12 4
9 13 1
9 14 0
