30 20
5 7 2
5 8 3
5 10 6
5 12 4
5 20 7
5 23 4
5 26 3
5 29 6
5 32 6
5 36 4
5 38 6
5 42 7
5 45 4
5 51 9
5 52 8
5 54 6
5 55 5
5 61 10
5 62 9
5 67 8
5 69 10
5 70 12
5 71 11
5 76 8
5 81 12
5 83 10
5 89 12
5 94 10
5 96 10
7 8 1
7 10 8
7 12 6
7 20 9
7 23 6
7 26 3
7 29 4
7 32 8
7 36 4
7 38 4
7 42 9
7 45 6
7 51 11
7 52 10
7 54 8
7 55 7
7 61 12
7 62 11
7 67 6
7 69 8
7 70 14
7 71 13
7 76 8
7 81 14
7 83 12
7 89 10
7 94 12
7 96 10
8 10 9
8 12 7
8 20 10
8 23 7
8 26 4
8 29 3
8 32 9
8 36 5
8 38 3
8 42 10
8 45 7
8 51 12
8 52 11
8 54 9
8 55 8
8 61 13
8 62 12
8 67 7
8 69 7
8 70 15
8 71 14
8 76 9
8 81 15
8 83 13
8 89 9
8 94 13
8 96 11
10 12 2
10 20 1
10 23 4
10 26 7
10 29 10
10 32 4
10 36 8
10 38 10
10 42 5
10 45 8
10 51 5
10 52 6
10 54 8
10 55 9
10 61 6
10 62 7
10 67 12
10 69 14
10 70 6
10 71 7
10 76 12
10 81 8
10 83 10
10 89 16
10 94 12
10 96 14
12 20 3
12 23 2
12 26 5
12 29 8
12 32 2
12 36 6
12 38 8
12 42 3
12 45 6
12 51 5
12 52 4
12 54 6
12 55 7
12 61 6
12 62 5
12 67 10
12 69 12
12 70 8
12 71 7
12 76 10
12 81 8
12 83 8
12 89 14
12 94 10
12 96 12
20 23 3
20 26 6
20 29 9
20 32 3
20 36 7
20 38 9
20 42 4
20 45 7
20 51 4
20 52 5
20 54 7
20 55 8
20 61 5
20 62 6
20 67 11
20 69 13
20 70 5
20 71 6
20 76 11
20 81 7
20 83 9
20 89 15
20 94 11
20 96 13
23 26 3
23 29 6
23 32 2
23 36 4
23 38 6
23 42 3
23 45 4
23 51 5
23 52 4
23 54 4
23 55 5
23 61 6
23 62 5
23 67 8
23 69 10
23 70 8
23 71 7
23 76 8
23 81 8
23 83 6
23 89 12
23 94 8
23 96 10
26 29 3
26 32 5
26 36 1
