30 5
4 8 4
4 9 5
4 15 2
4 16 3
4 23 3
4 34 3
4 36 5
4 38 7
4 40 8
4 41 7
4 44 4
4 46 6
4 53 6
4 58 9
4 60 10
4 61 9
4 62 8
4 70 11
4 71 10
4 72 9
4 73 8
4 79 12
4 83 9
4 84 8
4 89 13
4 92 11
4 94 9
4 95 10
4 98 13
8 9 1
8 15 4
8 16 3
8 23 7
8 34 7
8 36 5
8 38 3
8 40 12
8 41 11
8 44 8
8 46 6
8 53 10
8 58 5
8 60 14
8 61 13
8 62 12
8 70 15
8 71 14
8 72 13
8 73 12
8 79 8
8 83 13
8 84 12
8 89 9
8 92 15
8 94 13
8 95 12
8 98 9
9 15 5
9 16 4
9 23 8
9 34 8
9 36 6
9 38 4
9 40 13
9 41 12
9 44 9
9 46 7
9 53 11
9 58 6
9 60 15
9 61 14
9 62 13
9 70 16
9 71 15
9 72 14
9 73 13
9 79 7
9 83 14
9 84 13
9 89 8
9 92 16
9 94 14
9 95 13
9 98 10
15 16 1
15 23 3
15 34 3
15 36 3
15 38 5
15 40 8
15 41 7
15 44 4
15 46 4
15 53 6
15 58 7
15 60 10
15 61 9
15 62 8
15 70 11
15 71 10
15 72 9
15 73 8
15 79 10
15 83 9
15 84 8
15 89 11
15 92 11
15 94 9
15 95 8
15 98 11
16 23 4
16 34 4
16 36 2
16 38 4
16 40 9
16 41 8
16 44 5
16 46 3
16 53 7
16 58 6
16 60 11
16 61 10
16 62 9
16 70 12
16 71 11
16 72 10
16 73 9
16 79 9
16 83 10
16 84 9
16 89 10
16 92 12
16 94 10
16 95 9
16 98 10
23 34 2
23 36 4
23 38 6
23 40 5
23 41 4
23 44 3
23 46 5
23 53 3
23 58 8
23 60 7
23 61 6
23 62 5
23 70 8
23 71 7
23 72 6
23 73 5
23 79 11
23 83 6
23 84 7
23 89 12
23 92 8
23 94 8
23 95 9
23 98 12
34 36 2
34 38 4
34 40 5
34 41 4
34 44 1
34 46 3
34 53 3
34 58 6
34 60 7
34 61 6
34 62 5
34 70 8
34 71 7
34 72 6
34 73 5
34 79 9
34 83 6
34 84 5
34 89 10
34 92 8
34 94 6
34 95 7
34 98 10
36 38 2
36 40 7
36 41 6
36 44 3
36 46 1
36 53 5
36 58 4
36 60 9
36 61 8
36 62 7
36 70 10
36 71 9
36 72 8
36 73 7
36 79 7
36 83 8
36 84 7
36 89 8
36 92 10
36 94 8
36 95 7
36 98 8
38 40 9
38 41 8
38 44 5
38 46 3
38 53 7
38 58 2
38 60 11
38 61 10
38 62 9
38 70 12
38 71 11
38 72 10
38 73 9
38 79 5
38 83 10
38 84 9
38 89 6
38 92 12
38 94 10
38 95 9
38 98 6
40 41 1
40 44 4
40 46 6
40 53 4
40 58 9
40 60 2
40 61 3
40 62 4
40 70 3
40 71 4
40 72 5
40 73 6
40 79 12
40 83 7
40 84 8
40 89 13
40 92 7
40 94 9
40 95 10
40 98 13
41 44 3
41 46 5
41 53 3
41 58 8
41 60 3
41 61 2
41 62 3
41 70 4
41 71 3
41 72 4
41 73 5
41 79 11
41 83 6
41 84 7
41 89 12
41 92 6
41 94 8
41 95 9
41 98 12
44 46 2
44 53 2
44 58 5
44 60 6
44 61 5
44 62 4
44 70 7
44 71 6
44 72 5
44 73 4
44 79 8
44 83 5
44 84 4
44 89 9
44 92 7
44 94 5
44 95 6
44 98 9
46 53 4
46 58 3
46 60 8
46 61 7
46 62 6
46 70 9
46 71 8
46 72 7
46 73 6
46 79 6
46 83 7
46 84 6
46 89 7
46 92 9
46 94 7
46 95 6
46 98 7
53 58 5
53 60 4
53 61 3
53 62 2
53 70 5
53 71 4
53 72 3
53 73 2
53 79 8
53 83 3
53 84 4
53 89 9
53 92 5
53 94 5
53 95 6
53 98 9
58 60 9
58 61 8
58 62 7
58 70 10
58 71 9
58 72 8
58 73 7
58 79 3
58 83 8
58 84 7
58 89 4
58 92 10
58 94 8
58 95 7
58 98 4
60 61 1
60 62 2
60 70 1
60 71 2
60 72 3
60 73 4
60 79 10
60 83 5
60 84 6
60 89 11
60 92 5
60 94 7
60 95 8
60 98 11
61 62 1
61 70 2
61 71 1
61 72 2
61 73 3
61 79 9
61 83 4
61 84 5
61 89 10
61 92 4
61 94 6
61 95 7
61 98 10
62 70 3
62 71 2
62 72 1
62 73 2
62 79 8
62 83 3
62 84 4
62 89 9
62 92 3
62 94 5
62 95 6
62 98 9
70 71 1
70 72 2
70 73 3
70 79 9
70 83 4
70 84 5
70 89 10
70 92 4
70 94 6
70 95 7
70 98 10
71 72 1
71 73 2
71 79 8
71 83 3
71 84 4
71 89 9
71 92 3
71 94 5
71 95 6
71 98 9
72 73 1
72 79 7
72 83 2
72 84 3
72 89 8
72 92 2
72 94 4
72 95 5
72 98 8
73 79 6
73 83 1
73 84 2
73 89 7
73 92 3
73 94 3
73 95 4
73 98 7
79 83 7
79 84 6
79 89 1
79 92 9
79 94 7
79 95 6
79 98 3
83 84 1
83 89 6
83 92 2
83 94 2
83 95 3
83 98 6
84 89 5
84 92 3
84 94 1
84 95 2
84 98 5
89 92 8
89 94 6
89 95 5
89 98 2
92 94 2
92 95 3
92 98 6
94 95 1
94 98 4
95 98 3
0 1 4
0 2 0
0 3 1
0 4 2
1 2 0
1 3 0
1 4 1
2 3 1
2 4 4
3 4 0
