80 10
2 3 1
2 5 3
2 7 5
2 8 6
2 10 3
2 11 2
2 12 1
2 13 2
2 15 4
2 16 5
2 17 6
2 18 7
2 21 3
2 22 2
2 23 3
2 24 4
2 25 5
2 26 6
2 27 7
2 28 8
2 29 9
2 30 5
2 31 4
2 32 3
2 33 4
2 34 5
2 35 6
2 37 8
2 38 9
2 39 10
2 40 6
2 41 5
2 42 4
2 45 7
2 46 8
2 47 9
2 48 10
2 50 7
2 52 5
2 53 6
2 55 8
2 57 10
2 58 11
2 59 12
2 60 8
2 61 7
2 62 6
2 63 7
2 64 8
2 65 9
2 66 10
2 67 11
2 68 12
2 69 13
2 70 9
2 71 8
2 72 7
2 73 8
2 74 9
2 76 11
2 77 12
2 78 13
2 79 14
2 80 10
2 82 8
2 83 9
2 85 11
2 86 12
2 87 13
2 88 14
2 89 15
2 90 11
2 91 10
2 92 9
2 94 11
2 96 13
2 97 14
2 98 15
2 99 16
3 5 2
3 7 4
3 8 5
3 10 4
3 11 3
3 12 2
3 13 1
3 15 3
3 16 4
3 17 5
3 18 6
3 21 4
3 22 3
3 23 2
3 24 3
3 25 4
3 26 5
3 27 6
3 28 7
3 29 8
3 30 6
3 31 5
3 32 4
3 33 3
3 34 4
3 35 5
3 37 7
3 38 8
3 39 9
3 40 7
3 41 6
3 42 5
3 45 6
3 46 7
3 47 8
3 48 9
3 50 8
3 52 6
3 53 5
3 55 7
3 57 9
3 58 10
3 59 11
3 60 9
3 61 8
3 62 7
3 63 6
3 64 7
3 65 8
3 66 9
3 67 10
3 68 11
3 69 12
3 70 10
3 71 9
3 72 8
3 73 7
3 74 8
3 76 10
3 77 11
3 78 12
3 79 13
3 80 11
3 82 9
3 83 8
3 85 10
3 86 11
3 87 12
3 88 13
3 89 14
3 90 12
3 91 11
3 92 10
3 94 10
3 96 12
3 97 13
3 98 14
3 99 15
5 7 2
5 8 3
5 10 6
5 11 5
5 12 4
5 13 3
5 15 1
5 16 2
5 17 3
5 18 4
5 21 6
5 22 5
5 23 4
5 24 3
5 25 2
5 26 3
5 27 4
5 28 5
5 29 6
5 30 8
5 31 7
5 32 6
5 33 5
5 34 4
5 35 3
5 37 5
5 38 6
5 39 7
5 40 9
5 41 8
5 42 7
5 45 4
5 46 5
5 47 6
5 48 7
5 50 10
5 52 8
5 53 7
5 55 5
5 57 7
5 58 8
5 59 9
5 60 11
5 61 10
5 62 9
5 63 8
5 64 7
5 65 6
5 66 7
5 67 8
5 68 9
5 69 10
5 70 12
5 71 11
5 72 10
5 73 9
5 74 8
5 76 8
5 77 9
5 78 10
5 79 11
5 80 13
5 82 11
5 83 10
5 85 8
5 86 9
5 87 10
5 88 11
5 89 12
5 90 14
5 91 13
5 92 12
5 94 10
5 96 10
5 97 11
5 98 12
5 99 13
7 8 1
7 10 8
7 11 7
7 12 6
7 13 5
7 15 3
7 16 2
7 17 1
7 18 2
7 21 8
7 22 7
7 23 6
7 24 5
7 25 4
7 26 3
7 27 2
7 28 3
7 29 4
7 30 10
7 31 9
7 32 8
7 33 7
7 34 6
7 35 5
7 37 3
7 38 4
7 39 5
7 40 11
7 41 10
7 42 9
7 45 6
7 46 5
7 47 4
7 48 5
7 50 12
7 52 10
7 53 9
7 55 7
7 57 5
7 58 6
7 59 7
7 60 13
7 61 12
7 62 11
7 63 10
7 64 9
7 65 8
7 66 7
7 67 6
7 68 7
7 69 8
7 70 14
7 71 13
7 72 12
7 73 11
7 74 10
7 76 8
7 77 7
7 78 8
7 79 9
7 80 15
7 82 13
7 83 12
7 85 10
7 86 9
7 87 8
7 88 9
7 89 10
7 90 16
7 91 15
7 92 14
7 94 12
7 96 10
7 97 9
7 98 10
7 99 11
8 10 9
8 11 8
8 12 7
8 13 6
8 15 4
8 16 3
8 17 2
8 18 1
8 21 9
8 22 8
8 23 7
8 24 6
8 25 5
8 26 4
8 27 3
8 28 2
8 29 3
8 30 11
8 31 10
8 32 9
8 33 8
8 34 7
8 35 6
8 37 4
8 38 3
8 39 4
8 40 12
8 41 11
8 42 10
8 45 7
8 46 6
8 47 5
8 48 4
8 50 13
8 52 11
8 53 10
8 55 8
8 57 6
8 58 5
8 59 6
8 60 14
8 61 13
8 62 12
8 63 11
8 64 10
8 65 9
8 66 8
8 67 7
8 68 6
8 69 7
8 70 15
8 71 14
8 72 13
8 73 12
8 74 11
8 76 9
8 77 8
8 78 7
8 79 8
8 80 16
8 82 14
8 83 13
8 85 11
8 86 10
8 87 9
8 88 8
8 89 9
8 90 17
8 91 16
8 92 15
8 94 13
8 96 11
8 97 10
8 98 9
8 99 10
10 11 1
10 12 2
10 13 3
10 15 5
10 16 6
10 17 7
10 18 8
10 21 2
10 22 3
10 23 4
10 24 5
10 25 6
10 26 7
10 27 8
10 28 9
10 29 10
10 30 2
10 31 3
10 32 4
10 33 5
10 34 6
10 35 7
10 37 9
10 38 10
10 39 11
10 40 3
10 41 4
10 42 5
10 45 8
10 46 9
10 47 10
10 48 11
10 50 4
10 52 6
10 53 7
10 55 9
10 57 11
10 58 12
10 59 13
10 60 5
10 61 6
10 62 7
10 63 8
10 64 9
10 65 10
10 66 11
10 67 12
10 68 13
10 69 14
10 70 6
10 71 7
